index;batch;product;date;month;quarter;year;year_quarter;api_reference;api_water;api_impurities;api_content;api_d10;api_d50;api_d90;lactose_water;smcc_water;smcc_d10;smcc_d50;smcc_d90;starch_water;SREL;compforce_mean;compforce_std;tensile_strengh;thickness;mass;hardness;yield;dissolution;impurities
225;B225;Product 3;19/05/2019;5;Q2;2019;2019-Q2;Ref_3;2.05;0.33;93.5;3.73;47.28;180.33;0.055;4.586;35.309;126.824;260.205;1.886;5.565524194;7.157930108;0.145468251;0.912692248;4;224.5;47;99.29;91.17;0.13
226;B226;Product 3;19/05/2019;5;Q2;2019;2019-Q2;Ref_3;2.05;0.38;93.5;3.73;47.28;180.33;0.055;4.586;35.309;126.824;260.205;1.886;4.811725067;7.362668464;0.131877446;0.975318471;4;225;49;98.958;88.17;0.12
227;B227;Product 3;20/05/2019;5;Q2;2019;2019-Q2;Ref_3;1.68;0.38;94.1;2.86;33.83;123.98;0.055;4.586;35.309;126.824;260.205;1.886;5.249094708;6.761350975;0.12858105;0.939782929;4.1;225;49;98.295;87;0.08
228;B228;Product 3;20/05/2019;5;Q2;2019;2019-Q2;Ref_3;1.68;0.38;94.1;2.86;33.83;123.98;0.055;4.586;35.309;126.824;260.205;1.886;5.638436482;7.053550489;0.132073401;1.009787168;4.1;223.5;52;99.242;92.83;0.05
229;B229;Product 3;20/05/2019;5;Q2;2019;2019-Q2;Ref_3;1.68;0.36;94.1;2.86;33.83;123.98;0.055;4.586;35.309;126.824;260.205;1.886;5.672362869;6.656540084;0.127041187;0.893273264;4.1;226.5;46;98.295;90.67;0.05
232;B232;Product 2;21/05/2019;5;Q2;2019;2019-Q2;Ref_5;0.93;0.19;95.1;1.37;23.47;122.823;0.055;4.586;35.309;126.824;260.205;1.886;4.686136004;4.043698365;0.558481558;1.779692769;3.3;114;57;98.532;90.17;0.25
233;B233;Product 2;22/05/2019;5;Q2;2019;2019-Q2;Ref_5;0.93;0.19;95.1;1.37;23.47;122.823;0.055;4.586;35.309;126.824;260.205;1.886;5.559391833;3.151734961;0.101694946;1.486199575;3.4;113;49;98.39;90.83;0.24
234;B234;Product 2;23/05/2019;5;Q2;2019;2019-Q2;Ref_5;0.93;0.19;95.1;1.37;23.47;122.823;0.055;4.586;35.309;126.824;260.205;1.826;5.529104346;3.733597325;0.652849936;1.596963313;3.3;114;52;97.443;92.33;0.24
235;B235;Product 2;23/05/2019;5;Q2;2019;2019-Q2;Ref_5;0.93;0.19;95.1;1.37;23.47;122.823;0.055;4.586;35.309;126.824;260.205;1.826;5.359798296;3.659085376;0.088271113;1.596963313;3.3;114.5;52;98.58;89.33;0.24
236;B236;Product 2;24/05/2019;5;Q2;2019;2019-Q2;Ref_5;0.93;0.19;95.1;1.37;23.47;122.823;0.055;4.586;35.309;126.824;260.205;1.826;5.151384294;3.733402995;0.45534877;1.504830814;3.3;113;49;98.722;96.5;0.26
237;B237;Product 2;24/05/2019;5;Q2;2019;2019-Q2;Ref_5;0.93;0.19;95.1;1.37;23.47;122.823;0.055;4.586;35.309;126.824;260.205;1.826;4.950864025;3.954651772;0.087303781;1.676997605;3.3;113;53;99.006;92.5;0.26
238;B238;Product 2;26/05/2019;5;Q2;2019;2019-Q2;Ref_5;0.95;0.17;95.1;1.85;45.13;178.481;0.055;4.586;35.309;126.824;260.205;1.826;4.685455496;4.353564581;0.094505249;1.676997605;3.2;114.5;53;99.053;91.17;0.27
239;B239;Product 2;26/05/2019;5;Q2;2019;2019-Q2;Ref_5;0.95;0.17;95.1;1.85;45.13;178.481;0.055;4.586;35.309;126.824;260.205;1.826;4.379646018;4.560517182;0.072171731;1.82729456;3.2;113;56;99.384;92.5;0.26
240;B240;Product 2;26/05/2019;5;Q2;2019;2019-Q2;Ref_5;0.95;0.17;95.1;1.85;45.13;178.481;0.055;4.586;35.309;126.824;260.205;1.826;4.476881533;4.661027875;0.079500023;1.7946643;3.2;113.5;55;99.337;94.33;0.26
241;B241;Product 2;27/05/2019;5;Q2;2019;2019-Q2;Ref_5;0.95;0.17;95.1;1.85;45.13;178.481;0.055;4.586;35.309;126.824;260.205;1.826;4.288848168;5.140321173;0.360479054;1.708639069;3.2;113.5;54;99.006;93;0.25
230;B230;Product 4;27/05/2019;5;Q2;2019;2019-Q2;Ref_5;1.77;0.19;94.3;1.58;42.33;189.227;0.055;4.586;35.309;126.824;260.205;1.826;4.345805785;9.528553719;0.149057711;0.992668269;5.3;452;85;98.058;85.42;0.21
244;B244;Product 4;01/06/2019;6;Q2;2019;2019-Q2;Ref_3;2.39;0.23;93.5;3.5;42.9;175.5;0.0498;4.586;35.309;126.824;260.205;1.826;4.215311867;10.55115948;0.117626053;1.127868789;5.1;450;93;98.471;90;0.05
242;B242;Product 4;02/06/2019;6;Q2;2019;2019-Q2;Ref_3;1.91;0.36;93.8;3.13;40.9;151.59;0.055;4.664;31.724;115.116;252.232;1.826;4.159165839;10.99523616;0.53568105;1.177981036;5.2;453;99;98.14;90.17;0.05
245;B245;Product 4;02/06/2019;6;Q2;2019;2019-Q2;Ref_3;1.91;0.36;93.8;3.13;40.9;151.59;0.0498;4.586;35.309;126.824;260.205;1.826;4.658702719;10.50824031;0.65849418;1.127868789;5.1;451.5;93;98.988;86.67;0.05
243;B243;Product 4;02/06/2019;6;Q2;2019;2019-Q2;Ref_3;0.95;0.36;94.8;4.41;56.24;188.37;0.055;4.586;35.309;126.824;260.205;1.826;4.20283803;10.09075203;0.455690504;1.055103061;5.2;451;87;98.202;84.75;0.05
246;B246;Product 3;02/06/2019;6;Q2;2019;2019-Q2;Ref_5;1;0.19;95.1;1.4;24.95;143.248;0.0498;4.664;31.724;115.116;252.232;1.826;3.759901512;8.952918425;0.115377277;1.068324903;3.8;227.5;58;98.911;88;0.28
255;B255;Product 1;02/06/2019;6;Q2;2019;2019-Q2;Ref_3;0.95;0.38;94.8;4.41;56.24;188.37;0.0498;4.664;31.724;115.116;252.232;1.826;3.764858491;4.547051887;0.054465631;1.518790284;3.3;112.5;48;99.621;92.5;0.05
256;B256;Product 1;02/06/2019;6;Q2;2019;2019-Q2;Ref_3;0.95;0.38;94.8;4.41;56.24;188.37;0.0498;4.664;31.724;115.116;252.232;1.826;4.013674197;4.859096314;0.053373272;1.297300034;3.3;111.5;41;98.485;94.67;0.05
257;B257;Product 1;03/06/2019;6;Q2;2019;2019-Q2;Ref_3;0.95;0.38;94.8;4.41;56.24;188.37;0.0498;4.664;31.724;115.116;252.232;1.826;4.341148325;5.053110048;0.052959298;1.455507355;3.3;112;46;97.727;89.67;0.05
247;B247;Product 1;03/06/2019;6;Q2;2019;2019-Q2;Ref_3;0.95;0.39;94.8;4.41;56.24;188.37;0.0498;4.664;31.724;115.116;252.232;1.826;4.19041769;4.76019656;0.054223452;1.291100017;3.5;114;45;95.076;93.17;0.05
248;B248;Product 1;03/06/2019;6;Q2;2019;2019-Q2;Ref_3;0.95;0.36;94.8;4.41;56.24;188.37;0.0498;4.664;31.724;115.116;252.232;1.826;4.182430806;4.663493976;0.051560304;1.447596989;3.3;113;45;97.727;92.83;0.05
249;B249;Product 1;03/06/2019;6;Q2;2019;2019-Q2;Ref_3;0.95;0.23;94.8;4.41;56.24;188.37;0.0498;4.664;31.724;115.116;252.232;1.826;4.061722488;4.660047847;0.052774496;1.498688647;3.3;114;48;98.864;94;0.05
250;B250;Product 1;03/06/2019;6;Q2;2019;2019-Q2;Ref_3;0.95;0.23;94.8;4.41;56.24;188.37;0.0498;4.664;31.724;115.116;252.232;1.826;4.109047045;4.558745476;0.053940109;1.443409148;3.3;113.5;47;97.727;91;0.05
251;B251;Product 1;04/06/2019;6;Q2;2019;2019-Q2;Ref_3;0.95;0.23;94.8;4.41;56.24;188.37;0.0498;4.664;31.724;115.116;252.232;1.826;4.560414129;4.448599269;0.054447213;1.550431748;3.3;113.5;49;97.348;92;0.05
252;B252;Product 1;04/06/2019;6;Q2;2019;2019-Q2;Ref_3;0.95;0.37;94.8;4.41;56.24;188.37;0.0498;4.664;31.724;115.116;252.232;1.826;4.068307323;4.343697479;0.055787756;1.43203143;3.3;112.5;46;97.348;92.67;0.05
253;B253;Product 1;05/06/2019;6;Q2;2019;2019-Q2;Ref_3;0.95;0.43;94.8;4.41;56.24;188.37;0.0498;4.664;31.724;115.116;252.232;1.826;4.173716381;4.562469438;0.05210163;1.518790284;3.2;110.5;48;95.833;89;0.05
254;B254;Product 1;05/06/2019;6;Q2;2019;2019-Q2;Ref_3;0.95;0.43;94.8;4.41;56.24;188.37;0.0498;4.664;31.724;115.116;252.232;1.826;3.908131068;4.656067961;0.056094654;1.582073212;3.3;114;50;96.591;93.83;0.05
258;B258;Product 2;06/06/2019;6;Q2;2019;2019-Q2;Ref_5;1.01;0.18;95.1;1.46;27.81;152.997;0.0498;4.664;31.724;115.116;252.232;1.826;3.556414732;8.359451911;0.076874479;1.504816861;2.9;112.5;52;99.006;89.17;0.22
259;B259;Product 2;06/06/2019;6;Q2;2019;2019-Q2;Ref_5;1.16;0.18;94.9;1.66;38.31;175.139;0.0498;4.664;31.724;115.116;252.232;1.826;3.698795391;9.059497207;0.074332313;1.794204719;2.8;112.5;56;98.958;91;0.22
262;B262;Product 1;06/06/2019;6;Q2;2019;2019-Q2;Ref_1;2.23;0.05;94;1.89;37.12;148;0.0498;4.664;31.724;115.116;252.232;2.803;3.789189189;4.157493857;0.054437609;1.550431748;3.3;111.5;49;93.939;92.83;0.07
263;B263;Product 1;06/06/2019;6;Q2;2019;2019-Q2;Ref_1;2.23;0.05;94;1.89;37.12;148;0.0498;4.664;31.724;115.116;252.232;2.803;3.915547703;4.256890459;0.059302061;1.740280533;3.3;111.5;55;97.727;91.5;0.07
264;B264;Product 1;06/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.97;0.05;94.3;2.41;50.32;171.716;0.0498;4.664;31.724;115.116;252.232;2.803;3.801875733;4.053106682;0.055074291;1.582073212;3.3;110.5;50;98.106;90.5;0.23
265;B265;Product 1;06/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.97;0.05;94.3;2.41;50.32;171.716;0.0498;4.664;31.724;115.116;252.232;2.803;3.82886836;4.054618938;0.054044771;1.582073212;3.3;111.5;50;99.621;91.67;0.06
266;B266;Product 1;07/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.97;0.05;94.3;2.41;50.32;171.716;0.0498;4.664;31.724;115.116;252.232;2.803;3.893160377;4.154363208;0.059353623;1.708639069;3.3;111;54;97.727;92.33;0.06
267;B267;Product 1;07/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.97;0.05;94.3;2.41;50.32;171.716;0.0498;4.664;31.724;115.116;252.232;2.803;3.899880526;4.054121864;0.05531856;1.708639069;3.3;111.5;54;97.348;91.83;0.08
268;B268;Product 1;07/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.97;0.05;94.3;2.41;50.32;171.716;0.0498;4.664;31.724;115.116;252.232;2.803;3.860095012;3.556057007;0.053131534;1.381987482;3.4;112;45;97.727;94.83;0.07
269;B269;Product 1;07/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.97;0.05;94.3;2.41;50.32;171.716;0.0498;4.664;31.724;115.116;252.232;2.803;3.918343195;3.660118343;0.052721977;1.412698315;3.4;112;46;98.106;97.33;0.07
270;B270;Product 1;07/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.97;0.05;94.3;2.41;50.32;171.716;0.0498;4.664;31.724;115.116;252.232;2.803;3.908920188;3.863380282;0.052409228;1.56625248;3.4;112.5;51;98.864;95.83;0.07
271;B271;Product 1;07/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.97;0.05;94.3;2.41;50.32;171.716;0.0498;4.664;31.724;115.116;252.232;2.803;3.839904988;3.764489311;0.050775559;1.681080374;3.3;111.5;54;96.97;92.5;0.09
272;B272;Product 1;08/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.97;0.05;94.3;2.41;50.32;171.716;0.0498;4.664;31.724;115.116;252.232;2.803;3.88931475;3.457839721;0.05171008;1.504830814;3.4;111.5;49;99.242;91.17;0.07
273;B273;Product 1;08/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.97;0.05;94.3;2.41;50.32;171.716;0.0498;4.664;31.724;115.116;252.232;2.803;3.894549763;3.751184834;0.053454953;1.689095812;3.3;112.5;55;98.106;93.83;0.07
274;B274;Product 1;09/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.97;0.05;94.3;2.41;50.32;171.716;0.0498;4.664;31.724;115.116;252.232;2.803;3.876814988;3.359133489;0.049897419;1.443409148;3.3;112;47;98.485;95.83;0.07
275;B275;Product 1;09/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.97;0.05;94.3;2.41;50.32;171.716;0.0498;4.664;31.724;115.116;252.232;2.803;3.906153846;3.359408284;0.050327178;1.412698315;3.4;111.5;46;97.348;96.67;0.07
276;B276;Product 1;09/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.97;0.05;94.3;2.41;50.32;171.716;0.0498;4.664;31.724;115.116;252.232;2.803;3.952680653;3.558041958;0.05168695;1.535541647;3.3;111.5;50;99.242;93.5;0.08
277;B277;Product 2;10/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.97;0.05;94.3;2.41;50.32;171.716;0.0498;4.664;31.724;115.116;252.232;2.803;5.428415203;4.936017937;0.460676013;1.645356141;3.2;112.5;52;96.686;90.67;0.05
278;B278;Product 2;10/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.97;0.05;94.3;2.41;50.32;171.716;0.0498;4.664;31.724;115.116;252.232;2.803;5.795465817;5.051550044;0.081793045;1.865791675;3.2;113;58;98.864;87;0.05
279;B279;Product 4;10/06/2019;6;Q2;2019;2019-Q2;Ref_1;2.35;0.05;93.9;2.48;57.88;189.65;0.0498;4.664;31.724;115.116;252.232;1.826;3.886547085;10.55912263;0.121643065;1.212762139;5.2;449.5;100;96.835;90;0.05
280;B280;Product 4;11/06/2019;6;Q2;2019;2019-Q2;Ref_1;2.35;0.05;93.9;2.48;57.88;189.65;0.0498;4.664;31.724;115.116;252.232;1.826;4.289505247;9.658229115;0.1250468;1.023296657;5.3;449;86;95.899;87;0.05
281;B281;Product 4;12/06/2019;6;Q2;2019;2019-Q2;Ref_1;2.07;0.05;94.1;2.32;49.18;172.91;0.0498;4.664;31.724;115.116;252.232;1.826;4.38856161;9.658251473;0.127557619;1.085101095;5.3;450.5;93;98.16;89.67;0.05
282;B282;Product 4;12/06/2019;6;Q2;2019;2019-Q2;Ref_1;2.07;0.05;94.1;2.32;49.18;172.91;0.0498;4.664;31.724;115.116;252.232;1.826;4.724682927;8.951463415;0.108453366;0.957632918;5.3;450;82;98.277;89.5;0.05
283;B283;Product 4;13/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.9;0.05;94.3;2.48;55.3;187.677;0.0498;4.664;31.724;115.116;252.232;1.826;4.531139489;9.358742633;0.09961691;0.975701464;5.3;450;82;97.926;85.5;0.06
284;B284;Product 1;13/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.9;0.05;94.3;2.48;55.3;187.677;0.0498;4.664;31.724;115.116;252.232;1.826;3.969395018;3.558007117;0.050336775;1.474119981;3.3;111.5;48;97.348;90.33;0.06
285;B285;Product 1;13/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.9;0.05;94.3;2.48;55.3;187.677;0.0498;4.664;31.724;115.116;252.232;1.826;3.962910798;3.357159624;0.05045418;1.320565816;3.4;113;43;98.485;89.83;0.06
286;B286;Product 1;13/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.9;0.05;94.3;2.48;55.3;187.677;0.0498;4.664;31.724;115.116;252.232;1.826;3.954982415;3.955685815;0.055927139;1.596963313;3.3;111.5;52;99.242;90.17;0.06
287;B287;Product 1;14/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.9;0.05;94.3;2.48;55.3;187.677;0.0498;4.664;31.724;115.116;252.232;1.826;3.958669834;3.761045131;0.054546888;1.518790284;3.3;112.5;48;97.348;86.83;0.06
288;B288;Product 1;15/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.9;0.05;94.3;2.48;55.3;187.677;0.0498;4.664;31.724;115.116;252.232;1.826;3.894075829;3.763151659;0.051823413;1.550431748;3.3;111;49;96.97;92;0.06
289;B289;Product 1;15/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.9;0.05;94.3;2.48;55.3;187.677;0.0498;4.664;31.724;115.116;252.232;1.826;3.921445221;3.662937063;0.052492135;1.518790284;3.3;111.5;48;98.864;90.17;0.05
290;B290;Product 1;16/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.9;0.05;94.3;2.48;55.3;187.677;0.0498;4.664;31.724;115.116;252.232;1.826;3.850294464;3.662426384;0.051981964;1.474119981;3.4;112.5;48;98.485;91.33;0.05
291;B291;Product 1;16/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.9;0.05;94.3;2.48;55.3;187.677;0.0498;4.664;31.724;115.116;252.232;1.826;3.949413146;3.864084507;0.055708089;1.645356141;3.3;111;52;98.106;91.83;0.05
292;B292;Product 1;16/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.9;0.05;94.3;2.48;55.3;187.677;0.0498;4.664;31.724;115.116;252.232;1.826;3.843565525;3.95974026;0.050729231;1.613714676;3.3;112;51;97.727;92.5;0.05
293;B293;Product 1;16/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.9;0.05;94.3;2.48;55.3;187.677;0.0498;4.664;31.724;115.116;252.232;1.826;3.727071179;4.453208868;0.051310804;1.518790284;3.3;112;48;98.106;92.33;0.05
294;B294;Product 1;17/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.9;0.05;94.3;2.48;55.3;187.677;0.0498;4.664;31.724;115.116;252.232;1.826;3.765997639;4.457497048;0.050410768;1.613714676;3.3;112;51;97.348;94.17;0.05
295;B295;Product 1;17/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.9;0.05;94.3;2.48;55.3;187.677;0.0498;4.664;31.724;115.116;252.232;1.826;3.822523585;4.258136792;0.055232215;1.676997605;3.3;112.5;53;98.106;94;0.05
296;B296;Product 1;18/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.9;0.05;94.3;2.48;55.3;187.677;0.0498;4.664;31.724;115.116;252.232;1.826;3.788888889;4.157919622;0.052419999;1.676997605;3.3;111;53;97.348;94.67;0.06
297;B297;Product 1;18/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.9;0.05;94.3;2.48;55.3;187.677;0.0498;4.664;31.724;115.116;252.232;1.826;3.790823529;3.958941176;0.052913324;1.550431748;3.3;112;49;97.727;96.17;0.1
298;B298;Product 1;18/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.9;0.05;94.3;2.48;55.3;187.677;0.0498;4.307;31.172;117.669;259.669;1.826;3.816963227;4.155871886;0.053593373;1.613714676;3.3;111.5;51;96.97;93.17;0.05
301;B301;Product 1;19/06/2019;6;Q2;2019;2019-Q2;Ref_3;1.95;0.38;93.9;3.91;49.58;179.96;0.0498;4.307;31.172;117.669;259.669;2.803;4.038761468;5.153325688;0.056600555;1.56625248;3.2;111.5;48;100.379;89;0.05
302;B302;Product 1;19/06/2019;6;Q2;2019;2019-Q2;Ref_3;1.95;0.38;93.9;3.91;49.58;179.96;0.0498;4.307;31.172;117.669;259.669;2.803;4.017869822;5.257633136;0.059850389;1.56625248;3.2;113;48;98.106;95.5;0.05
303;B303;Product 1;21/06/2019;6;Q2;2019;2019-Q2;Ref_3;1.95;0.18;93.9;3.91;49.58;179.96;0.0498;4.307;31.172;117.669;259.669;2.803;4.001079137;5.359592326;0.053768672;1.631513;3.2;113.5;50;97.348;91.67;0.05
304;B304;Product 1;21/06/2019;6;Q2;2019;2019-Q2;Ref_3;1.95;0.18;93.9;3.91;49.58;179.96;0.0498;4.307;31.172;117.669;259.669;2.803;4.004103165;5.15052755;0.056004093;1.59888274;3.2;112.5;49;98.864;95;0.05
305;B305;Product 1;21/06/2019;6;Q2;2019;2019-Q2;Ref_3;1.95;0.47;93.9;3.91;49.58;179.96;0.0498;4.307;31.172;117.669;259.669;2.803;3.997294118;4.954235294;0.057323015;1.53362222;3.2;112;47;99.242;97.67;0.05
306;B306;Product 1;21/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.9;0.05;94.3;2.48;55.3;187.677;0.0498;4.307;31.172;117.669;259.669;2.803;3.811737089;4.154342723;0.058916299;1.740280533;3.3;112;55;98.106;94.5;0.08
307;B307;Product 1;21/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.9;0.05;94.3;2.48;55.3;187.677;0.0498;4.307;31.172;117.669;259.669;2.803;3.786422668;3.956434475;0.053950684;1.582073212;3.3;110;50;96.97;94.33;0.08
308;B308;Product 1;22/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.73;0.05;94.5;1.68;29.46;145.566;0.0498;4.307;31.172;117.669;259.669;2.803;3.796478873;3.955516432;0.052483255;1.676997605;3.3;111;53;97.727;91.67;0.08
309;B309;Product 1;23/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.9;0.05;94.3;2.48;55.3;187.677;0.0498;4.307;31.172;117.669;259.669;2.803;3.817764706;3.666235294;0.049269731;1.582073212;3.3;111;50;97.727;92.17;0.05
310;B310;Product 1;24/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.73;0.05;94.5;1.68;29.46;145.566;0.0498;4.307;31.172;117.669;259.669;2.803;3.809165687;3.76333725;0.051974227;1.676997605;3.3;111.5;53;98.485;92.83;0.05
311;B311;Product 1;24/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.73;0.05;94.5;1.68;29.46;145.566;0.0498;4.307;31.172;117.669;259.669;2.803;3.80915493;3.764671362;0.052062152;1.645356141;3.3;112.5;52;98.106;90.67;0.08
312;B312;Product 1;25/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.73;0.05;94.5;1.68;29.46;145.566;0.0498;4.307;31.172;117.669;259.669;2.803;3.864864865;3.864512338;0.054753701;1.645356141;3.3;112;52;98.485;94.67;0.09
313;B313;Product 1;25/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.73;0.05;94.5;1.68;29.46;145.566;0.0498;4.307;31.172;117.669;259.669;2.803;3.87587822;3.955386417;0.054678239;1.708639069;3.3;111.5;54;98.485;91.83;0.08
314;B314;Product 1;26/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.73;0.05;94.5;1.68;29.46;145.566;0.0498;4.307;31.172;117.669;259.669;2.803;3.888117647;3.661411765;0.051984254;1.550431748;3.3;113;49;98.485;92.5;0.09
315;B315;Product 1;27/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.73;0.05;94.5;1.68;29.46;145.566;0.0498;4.307;31.172;117.669;259.669;2.803;3.835308057;3.456990521;0.053008604;1.443409148;3.3;112.5;47;97.348;90;0.08
316;B316;Product 1;27/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.73;0.05;94.5;1.68;29.46;145.566;0.0498;4.307;31.172;117.669;259.669;2.803;3.859228972;3.664135514;0.052191284;1.613714676;3.3;112;51;98.864;96.17;0.07
317;B317;Product 1;27/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.73;0.05;94.5;1.68;29.46;145.566;0.0498;4.307;31.172;117.669;259.669;2.803;3.871629543;3.65908558;0.053974507;1.56625248;3.3;113;51;98.864;94;0.08
318;B318;Product 1;27/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.73;0.05;94.5;1.68;29.46;145.566;0.0498;4.307;31.172;117.669;259.669;2.803;3.909411765;3.661529412;0.054177779;1.550431748;3.3;112.5;49;98.485;95.17;0.08
319;B319;Product 1;28/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.73;0.05;94.5;1.68;29.46;145.566;0.0498;4.307;31.172;117.669;259.669;2.803;3.899531067;3.66119578;0.054229346;1.535541647;3.3;111.5;50;98.485;89.83;0.08
320;B320;Product 1;28/06/2019;6;Q2;2019;2019-Q2;Ref_1;1.73;0.05;94.5;1.68;29.46;145.566;0.0498;4.307;31.172;117.669;259.669;2.803;3.893514151;3.660613208;0.055876415;1.582073212;3.3;113;50;98.485;92.83;0.08
321;B321;Product 2;02/07/2019;7;Q3;2019;2019-Q3;Ref_1;1.73;0.05;94.5;1.68;29.46;145.566;0.0498;4.307;31.172;117.669;259.669;2.803;4.832860644;3.914653361;0.300517127;1.833622853;3.3;114;57;98.343;94.67;0.05
322;B322;Product 2;02/07/2019;7;Q3;2019;2019-Q3;Ref_1;1.73;0.05;94.5;1.68;29.46;145.566;0.0498;4.307;31.172;117.669;259.669;2.803;4.562528178;3.993963573;0.084677955;1.810915449;3.3;113;58;99.053;88;0.05
323;B323;Product 2;03/07/2019;7;Q3;2019;2019-Q3;Ref_1;1.51;0.05;94.7;2.06;45.77;182.76;0.0498;4.307;31.172;117.669;259.669;2.803;4.137867266;3.660985307;0.233968848;1.801454031;3.3;112.5;56;99.053;89;0.05
324;B324;Product 2;05/07/2019;7;Q3;2019;2019-Q3;Ref_1;1.51;0.05;94.7;2.06;45.77;182.76;0.0498;4.307;31.172;117.669;259.669;2.803;4.479236483;3.660459492;0.054225682;1.842138129;3.3;111.5;59;99.527;88.5;0.05
325;B325;Product 3;05/07/2019;7;Q3;2019;2019-Q3;Ref_1;1.51;0.05;94.7;2.06;45.77;182.76;0.0498;4.307;31.172;117.669;259.669;2.803;4.223008547;6.493584773;0.066025711;1.140206023;4;225;58;98.39;89.5;0.05
326;B326;Product 3;06/07/2019;7;Q3;2019;2019-Q3;Ref_1;1.75;0.05;94.5;1.8;26;121.266;0.0498;4.307;31.172;117.669;259.669;2.803;4.930486524;6.461959958;0.122014975;1.100888574;4;224.5;56;98.722;89.17;0.05
327;B327;Product 3;07/07/2019;7;Q3;2019;2019-Q3;Ref_1;2.65;0.05;93.6;3.02;62.18;200.517;0.0498;4.307;31.172;117.669;259.669;2.803;4.737056188;6.050421053;0.123657401;1.035031847;4;222;52;98.485;85.33;0.05
328;B328;Product 4;07/07/2019;7;Q3;2019;2019-Q3;Ref_1;2.65;0.05;93.6;3.02;62.18;200.517;0.0498;4.307;31.172;117.669;259.669;2.803;3.807871287;10.15727723;0.134534629;1.011397859;5.3;448;85;95.782;85.5;0.06
329;B329;Product 4;08/07/2019;7;Q3;2019;2019-Q3;Ref_1;1.34;0.05;94.8;1.93;40.85;159.426;0.0498;4.307;31.172;117.669;259.669;2.803;3.926361446;10.45790743;0.231039638;1.082790649;5.3;448;91;96.523;91.5;0.05
330;B330;Product 4;09/07/2019;7;Q3;2019;2019-Q3;Ref_1;1.34;0.05;94.8;1.93;40.85;159.426;0.0498;4.307;31.172;117.669;259.669;2.803;3.775780875;10.15790485;0.136424932;1.118487044;5.3;446.5;94;98.862;88;0.06
331;B331;Product 4;09/07/2019;7;Q3;2019;2019-Q3;Ref_1;1.85;0.05;94.4;2.6;57.38;191.534;0.0498;4.307;31.172;117.669;259.669;2.803;3.742829736;9.954244604;0.124947081;1.094689447;5.2;451;92;99.135;89.17;0.07
335;B335;Product 2;14/07/2019;7;Q3;2019;2019-Q3;Ref_3;1.71;0.36;94;3.87;51.88;191.9;0.0498;4.307;31.172;117.669;259.669;2.803;4.487248322;4.2547238;0.050739508;1.704947565;3.3;112;53;99.242;91.33;0.05
336;B336;Product 2;15/07/2019;7;Q3;2019;2019-Q3;Ref_3;1.71;0.36;94;3.87;51.88;191.9;0.0498;4.307;31.172;117.669;259.669;2.803;5.13670425;3.760052038;0.056729609;1.801454031;3.3;113;56;99.384;93.67;0.05
